site, alts, refs, total
411483.3.peg.1562.site.45, 8, 133, 141
411483.3.peg.1562.site.46, 2, 142, 144
411483.3.peg.1562.site.47, 7, 144, 151
411483.3.peg.1562.site.48, 0, 145, 145
411483.3.peg.1562.site.49, 1, 146, 147
411483.3.peg.1562.site.50, 4, 148, 152
411483.3.peg.1562.site.51, 2, 150, 152
411483.3.peg.1562.site.52, 2, 144, 146
411483.3.peg.1562.site.53, 3, 146, 149
411483.3.peg.1562.site.54, 0, 146, 146
411483.3.peg.1562.site.55, 0, 149, 149
411483.3.peg.1562.site.56, 0, 151, 151
411483.3.peg.1562.site.57, 3, 148, 151
411483.3.peg.1562.site.58, 3, 150, 153
411483.3.peg.1562.site.59, 2, 148, 150
411483.3.peg.1562.site.60, 10, 147, 157
411483.3.peg.1562.site.61, 6, 145, 151
411483.3.peg.1562.site.62, 0, 147, 147
411483.3.peg.1562.site.63, 2, 146, 148
411483.3.peg.1562.site.64, 23, 149, 172
411483.3.peg.1562.site.65, 1, 154, 155
411483.3.peg.1562.site.66, 13, 151, 164
411483.3.peg.1562.site.67, 1, 150, 151
411483.3.peg.1562.site.68, 0, 147, 147
411483.3.peg.1562.site.69, 0, 149, 149
411483.3.peg.1562.site.70, 3, 144, 147
411483.3.peg.1562.site.71, 2, 149, 151
411483.3.peg.1562.site.72, 7, 146, 153
411483.3.peg.1562.site.73, 18, 142, 160
411483.3.peg.1562.site.74, 0, 146, 146
411483.3.peg.1562.site.75, 0, 148, 148
411483.3.peg.1562.site.76, 0, 148, 148
411483.3.peg.1562.site.77, 1, 148, 149
411483.3.peg.1562.site.78, 1, 139, 140
411483.3.peg.1562.site.79, 42, 131, 173
411483.3.peg.1562.site.80, 58, 124, 182
411483.3.peg.1562.site.81, 0, 145, 145
411483.3.peg.1562.site.82, 0, 138, 138
411483.3.peg.1562.site.83, 7, 143, 150
411483.3.peg.1562.site.84, 0, 144, 144
411483.3.peg.1562.site.85, 0, 143, 143
411483.3.peg.1562.site.86, 0, 138, 138
411483.3.peg.1562.site.87, 0, 136, 136
411483.3.peg.1562.site.88, 65, 131, 196
411483.3.peg.1562.site.89, 11, 143, 154
411483.3.peg.1562.site.90, 0, 150, 150
411483.3.peg.1562.site.91, 13, 147, 160
411483.3.peg.1562.site.92, 0, 150, 150
411483.3.peg.1562.site.93, 6, 153, 159
411483.3.peg.1562.site.94, 1, 153, 154
411483.3.peg.1562.site.95, 1, 153, 154
411483.3.peg.1562.site.96, 8, 153, 161
411483.3.peg.1562.site.97, 0, 153, 153
411483.3.peg.1562.site.98, 62, 144, 206
411483.3.peg.1562.site.99, 48, 147, 195
411483.3.peg.1562.site.100, 0, 155, 155
411483.3.peg.1562.site.101, 85, 149, 234
411483.3.peg.1562.site.102, 2, 155, 157
411483.3.peg.1562.site.103, 60, 145, 205
411483.3.peg.1562.site.104, 6, 151, 157
411483.3.peg.1562.site.105, 20, 153, 173
411483.3.peg.1562.site.106, 122, 147, 269
411483.3.peg.1562.site.107, 64, 145, 209
411483.3.peg.1562.site.108, 1, 154, 155
411483.3.peg.1562.site.109, 3, 153, 156
411483.3.peg.1562.site.110, 0, 146, 146
411483.3.peg.1562.site.111, 36, 135, 171
411483.3.peg.1562.site.112, 3, 147, 150
411483.3.peg.1562.site.113, 28, 138, 166
411483.3.peg.1562.site.114, 1, 149, 150
411483.3.peg.1562.site.115, 0, 150, 150
411483.3.peg.1562.site.116, 2, 150, 152
411483.3.peg.1562.site.117, 1, 149, 150
411483.3.peg.1562.site.118, 0, 147, 147
411483.3.peg.1562.site.119, 2, 150, 152
411483.3.peg.1562.site.120, 3, 148, 151
411483.3.peg.1562.site.121, 0, 146, 146
411483.3.peg.1562.site.122, 2, 147, 149
411483.3.peg.1562.site.123, 116, 141, 257
411483.3.peg.1562.site.124, 2, 151, 153
411483.3.peg.1562.site.125, 0, 148, 148
411483.3.peg.1562.site.126, 128, 140, 268
411483.3.peg.1562.site.127, 2, 149, 151
411483.3.peg.1562.site.128, 9, 140, 149
411483.3.peg.1562.site.129, 64, 134, 198
411483.3.peg.1562.site.130, 4, 140, 144
411483.3.peg.1562.site.131, 46, 135, 181
411483.3.peg.1562.site.132, 4, 146, 150
411483.3.peg.1562.site.133, 5, 139, 144
411483.3.peg.1562.site.134, 3, 146, 149
411483.3.peg.1562.site.135, 2, 143, 145
411483.3.peg.1562.site.136, 8, 147, 155
411483.3.peg.1562.site.137, 1, 152, 153
411483.3.peg.1562.site.138, 2, 153, 155
411483.3.peg.1562.site.139, 2, 153, 155
411483.3.peg.1562.site.140, 3, 148, 151
411483.3.peg.1562.site.141, 1, 152, 153
411483.3.peg.1562.site.142, 0, 153, 153
411483.3.peg.1562.site.143, 6, 152, 158
411483.3.peg.1562.site.144, 5, 150, 155
411483.3.peg.1562.site.145, 1, 152, 153
411483.3.peg.1562.site.146, 5, 151, 156
411483.3.peg.1562.site.147, 2, 153, 155
411483.3.peg.1562.site.148, 1, 154, 155
411483.3.peg.1562.site.149, 3, 152, 155
411483.3.peg.1562.site.150, 4, 150, 154
411483.3.peg.1562.site.151, 18, 150, 168
411483.3.peg.1562.site.152, 2, 154, 156
411483.3.peg.1562.site.153, 3, 152, 155
411483.3.peg.1562.site.154, 2, 154, 156
411483.3.peg.1562.site.155, 74, 142, 216
411483.3.peg.1562.site.156, 5, 145, 150
411483.3.peg.1562.site.157, 1, 146, 147
411483.3.peg.1562.site.158, 3, 150, 153
411483.3.peg.1562.site.159, 0, 148, 148
411483.3.peg.1562.site.160, 66, 142, 208
411483.3.peg.1562.site.161, 37, 137, 174
411483.3.peg.1562.site.162, 1, 145, 146
411483.3.peg.1562.site.163, 2, 144, 146
411483.3.peg.1562.site.164, 4, 149, 153
411483.3.peg.1562.site.165, 1, 149, 150
411483.3.peg.1562.site.166, 6, 147, 153
411483.3.peg.1562.site.167, 2, 150, 152
411483.3.peg.1562.site.168, 29, 143, 172
411483.3.peg.1562.site.169, 6, 152, 158
411483.3.peg.1562.site.170, 8, 147, 155
411483.3.peg.1562.site.171, 0, 145, 145
411483.3.peg.1562.site.172, 2, 147, 149
411483.3.peg.1562.site.173, 1, 152, 153
411483.3.peg.1562.site.174, 5, 150, 155
411483.3.peg.1562.site.175, 5, 148, 153
411483.3.peg.1562.site.176, 7, 147, 154
411483.3.peg.1562.site.177, 6, 145, 151
411483.3.peg.1562.site.178, 74, 132, 206
411483.3.peg.1562.site.179, 96, 137, 233
411483.3.peg.1562.site.180, 127, 143, 270
411483.3.peg.1562.site.181, 102, 140, 242
411483.3.peg.1562.site.182, 1, 147, 148
411483.3.peg.1562.site.183, 3, 152, 155
411483.3.peg.1562.site.184, 2, 139, 141
411483.3.peg.1562.site.185, 1, 144, 145
411483.3.peg.1562.site.186, 2, 148, 150
411483.3.peg.1562.site.187, 1, 147, 148
411483.3.peg.1562.site.188, 6, 148, 154
411483.3.peg.1562.site.189, 67, 135, 202
411483.3.peg.1562.site.190, 1, 148, 149
411483.3.peg.1562.site.191, 1, 150, 151
411483.3.peg.1562.site.192, 12, 142, 154
411483.3.peg.1562.site.193, 110, 146, 256
411483.3.peg.1562.site.194, 5, 150, 155
411483.3.peg.1562.site.195, 112, 145, 257
411483.3.peg.1562.site.196, 15, 151, 166
411483.3.peg.1562.site.197, 2, 151, 153
411483.3.peg.1562.site.198, 1, 152, 153
411483.3.peg.1562.site.199, 0, 151, 151
411483.3.peg.1562.site.200, 5, 149, 154
411483.3.peg.1562.site.201, 6, 150, 156
411483.3.peg.1562.site.202, 6, 150, 156
411483.3.peg.1562.site.203, 2, 150, 152
411483.3.peg.1562.site.204, 5, 151, 156
411483.3.peg.1562.site.205, 3, 148, 151
411483.3.peg.1562.site.206, 1, 148, 149
411483.3.peg.1562.site.207, 4, 148, 152
411483.3.peg.1562.site.208, 6, 150, 156
411483.3.peg.1562.site.209, 23, 145, 168
411483.3.peg.1562.site.210, 11, 149, 160
411483.3.peg.1562.site.211, 2, 154, 156
411483.3.peg.1562.site.212, 8, 149, 157
411483.3.peg.1562.site.213, 8, 150, 158
411483.3.peg.1562.site.214, 14, 146, 160
411483.3.peg.1562.site.215, 2, 143, 145
411483.3.peg.1565.site.1, 0, 150, 150
411483.3.peg.1565.site.2, 1, 152, 153
411483.3.peg.1565.site.3, 0, 149, 149
411483.3.peg.1565.site.4, 2, 153, 155
411483.3.peg.1565.site.5, 1, 154, 155
411483.3.peg.1565.site.6, 3, 152, 155
411483.3.peg.1565.site.7, 0, 151, 151
411483.3.peg.1565.site.8, 6, 147, 153
411483.3.peg.1565.site.9, 1, 154, 155
411483.3.peg.1565.site.10, 13, 148, 161
411483.3.peg.1565.site.11, 34, 141, 175
411483.3.peg.1565.site.12, 63, 137, 200
411483.3.peg.1565.site.13, 4, 146, 150
411483.3.peg.1565.site.14, 1, 146, 147
411483.3.peg.1565.site.15, 2, 146, 148
411483.3.peg.1565.site.16, 2, 149, 151
411483.3.peg.1565.site.17, 0, 144, 144
411483.3.peg.1565.site.18, 3, 145, 148
411483.3.peg.1565.site.19, 2, 148, 150
411483.3.peg.1565.site.20, 44, 138, 182
411483.3.peg.1565.site.21, 6, 140, 146
411483.3.peg.1565.site.22, 1, 150, 151
411483.3.peg.1565.site.23, 2, 151, 153
411483.3.peg.1565.site.24, 0, 150, 150
411483.3.peg.1565.site.25, 3, 151, 154
411483.3.peg.1565.site.26, 43, 143, 186
411483.3.peg.1565.site.27, 3, 152, 155
411483.3.peg.1565.site.28, 7, 147, 154
411483.3.peg.1565.site.29, 4, 144, 148
411483.3.peg.1565.site.30, 1, 147, 148
411483.3.peg.1565.site.31, 113, 136, 249
411483.3.peg.1565.site.32, 5, 151, 156
411483.3.peg.1565.site.33, 1, 150, 151
411483.3.peg.1565.site.34, 5, 140, 145
411483.3.peg.1565.site.35, 31, 145, 176
411483.3.peg.1565.site.36, 28, 141, 169
411483.3.peg.1565.site.37, 2, 151, 153
411483.3.peg.1565.site.38, 1, 150, 151
411483.3.peg.1565.site.39, 10, 145, 155
411483.3.peg.1565.site.40, 3, 145, 148
411483.3.peg.1565.site.41, 11, 144, 155
411483.3.peg.1565.site.42, 2, 143, 145
411483.3.peg.1565.site.43, 18, 141, 159
411483.3.peg.1565.site.44, 1, 138, 139
411483.3.peg.1565.site.45, 5, 138, 143
411483.3.peg.1565.site.46, 3, 137, 140
411483.3.peg.1564.site.1, 4, 139, 143
411483.3.peg.1564.site.2, 5, 138, 143
411483.3.peg.1564.site.3, 13, 134, 147
411483.3.peg.1564.site.4, 3, 140, 143
411483.3.peg.1564.site.5, 2, 136, 138
411483.3.peg.1564.site.6, 0, 128, 128
411483.3.peg.1564.site.7, 24, 113, 137
411483.3.peg.1564.site.8, 4, 130, 134
411483.3.peg.1564.site.9, 13, 124, 137
411483.3.peg.1564.site.10, 1, 126, 127
411483.3.peg.1564.site.11, 9, 130, 139
411483.3.peg.1564.site.12, 0, 132, 132
411483.3.peg.1564.site.13, 3, 140, 143
411483.3.peg.1564.site.14, 4, 130, 134
411483.3.peg.1564.site.15, 6, 142, 148
411483.3.peg.1564.site.16, 4, 143, 147
411483.3.peg.1564.site.17, 4, 139, 143
411483.3.peg.1564.site.18, 1, 140, 141
411483.3.peg.1564.site.19, 139, 139, 278
411483.3.peg.1564.site.20, 60, 136, 196
411483.3.peg.1564.site.21, 4, 137, 141
411483.3.peg.1564.site.22, 1, 142, 143
411483.3.peg.1564.site.23, 1, 147, 148
411483.3.peg.1564.site.24, 1, 146, 147
411483.3.peg.1564.site.25, 4, 153, 157
411483.3.peg.1564.site.26, 14, 146, 160
411483.3.peg.1564.site.27, 4, 150, 154
411483.3.peg.1564.site.28, 2, 153, 155
411483.3.peg.1564.site.29, 5, 152, 157
411483.3.peg.1564.site.30, 4, 149, 153
411483.3.peg.1564.site.31, 18, 148, 166
411483.3.peg.1564.site.32, 0, 149, 149
411483.3.peg.1564.site.33, 4, 151, 155
411483.3.peg.1564.site.34, 59, 140, 199
411483.3.peg.1564.site.35, 3, 152, 155
411483.3.peg.1564.site.36, 1, 152, 153
411483.3.peg.1564.site.37, 0, 148, 148
411483.3.peg.1564.site.38, 1, 151, 152
411483.3.peg.1564.site.39, 1, 151, 152
411483.3.peg.1564.site.40, 15, 146, 161
411483.3.peg.1564.site.41, 3, 145, 148
411483.3.peg.1564.site.42, 1, 142, 143
411483.3.peg.1564.site.43, 5, 145, 150
411483.3.peg.1564.site.44, 44, 123, 167
411483.3.peg.1564.site.45, 1, 140, 141
411483.3.peg.1564.site.46, 3, 123, 126
411483.3.peg.1564.site.47, 8, 129, 137
411483.3.peg.1564.site.48, 17, 130, 147
411483.3.peg.1564.site.49, 4, 133, 137
411483.3.peg.1564.site.50, 27, 128, 155
411483.3.peg.1564.site.51, 17, 124, 141
411483.3.peg.1564.site.52, 76, 130, 206
411483.3.peg.1564.site.53, 5, 133, 138
411483.3.peg.1564.site.54, 2, 137, 139
411483.3.peg.1564.site.55, 3, 137, 140
411483.3.peg.1564.site.56, 1, 137, 138
411483.3.peg.1564.site.57, 3, 136, 139
411483.3.peg.1564.site.58, 25, 132, 157
411483.3.peg.1564.site.59, 1, 138, 139
411483.3.peg.1564.site.60, 25, 136, 161
411483.3.peg.1564.site.61, 4, 144, 148
411483.3.peg.1564.site.62, 2, 145, 147
411483.3.peg.1564.site.63, 4, 143, 147
411483.3.peg.1564.site.64, 4, 134, 138
411483.3.peg.1564.site.65, 3, 145, 148
411483.3.peg.1564.site.66, 2, 133, 135
411483.3.peg.1564.site.67, 60, 131, 191
411483.3.peg.1564.site.68, 60, 132, 192
411483.3.peg.1564.site.69, 1, 138, 139
411483.3.peg.1564.site.70, 2, 140, 142
411483.3.peg.1564.site.71, 1, 140, 141
411483.3.peg.1564.site.72, 4, 142, 146
411483.3.peg.1564.site.73, 30, 137, 167
411483.3.peg.1564.site.74, 2, 146, 148
411483.3.peg.1564.site.75, 33, 133, 166
411483.3.peg.1564.site.76, 0, 144, 144
411483.3.peg.1564.site.77, 1, 137, 138
411483.3.peg.1564.site.78, 1, 150, 151
411483.3.peg.1564.site.79, 6, 150, 156
411483.3.peg.1564.site.80, 2, 149, 151
411483.3.peg.1564.site.81, 2, 150, 152
411483.3.peg.1564.site.82, 10, 146, 156
411483.3.peg.1564.site.83, 0, 135, 135
411483.3.peg.1564.site.84, 31, 125, 156
411483.3.peg.1564.site.85, 1, 127, 128
411483.3.peg.1564.site.86, 18, 112, 130
411483.3.peg.1564.site.87, 1, 130, 131
411483.3.peg.1564.site.88, 10, 114, 124
411483.3.peg.1564.site.89, 23, 115, 138
411483.3.peg.1564.site.90, 1, 129, 130
411483.3.peg.1564.site.91, 0, 127, 127
411483.3.peg.1564.site.92, 2, 135, 137
411483.3.peg.1564.site.93, 17, 125, 142
411483.3.peg.1564.site.94, 4, 130, 134
411483.3.peg.1564.site.95, 25, 137, 162
411483.3.peg.1564.site.96, 1, 145, 146
411483.3.peg.1564.site.97, 6, 137, 143
411483.3.peg.1564.site.98, 2, 148, 150
411483.3.peg.1564.site.99, 0, 147, 147
411483.3.peg.1564.site.100, 13, 146, 159
411483.3.peg.1564.site.101, 2, 147, 149
411483.3.peg.1564.site.102, 1, 145, 146
411483.3.peg.1564.site.103, 1, 142, 143
411483.3.peg.1564.site.104, 3, 142, 145
411483.3.peg.1564.site.105, 3, 139, 142
411483.3.peg.1564.site.106, 14, 136, 150
411483.3.peg.1564.site.107, 1, 144, 145
411483.3.peg.1564.site.108, 5, 139, 144
411483.3.peg.1564.site.109, 3, 134, 137
411483.3.peg.1564.site.110, 16, 128, 144
411483.3.peg.1564.site.111, 2, 141, 143
411483.3.peg.1564.site.112, 1, 135, 136
411483.3.peg.1564.site.113, 1, 126, 127
411483.3.peg.1564.site.114, 1, 139, 140
411483.3.peg.1564.site.115, 2, 142, 144
411483.3.peg.1564.site.116, 2, 149, 151
411483.3.peg.1564.site.117, 15, 142, 157
411483.3.peg.1564.site.118, 3, 151, 154
411483.3.peg.1567.site.1, 3, 145, 148
411483.3.peg.1567.site.2, 1, 145, 146
411483.3.peg.1567.site.3, 1, 146, 147
411483.3.peg.1567.site.4, 4, 145, 149
411483.3.peg.1567.site.5, 26, 137, 163
411483.3.peg.1567.site.6, 0, 146, 146
411483.3.peg.1567.site.7, 14, 138, 152
411483.3.peg.1567.site.8, 13, 141, 154
411483.3.peg.1567.site.9, 9, 143, 152
411483.3.peg.1567.site.10, 2, 148, 150
411483.3.peg.1567.site.11, 1, 147, 148
411483.3.peg.1567.site.12, 15, 144, 159
411483.3.peg.1567.site.13, 6, 144, 150
411483.3.peg.1567.site.14, 3, 146, 149
411483.3.peg.1567.site.15, 9, 144, 153
411483.3.peg.1567.site.16, 74, 129, 203
411483.3.peg.1567.site.17, 25, 139, 164
411483.3.peg.1567.site.18, 14, 139, 153
411483.3.peg.1567.site.19, 1, 150, 151
411483.3.peg.1567.site.20, 9, 149, 158
411483.3.peg.1567.site.21, 7, 149, 156
411483.3.peg.1567.site.22, 53, 141, 194
411483.3.peg.1567.site.23, 0, 151, 151
411483.3.peg.1566.site.1, 3, 128, 131
411483.3.peg.1566.site.2, 9, 128, 137
411483.3.peg.1566.site.3, 2, 121, 123
411483.3.peg.1566.site.4, 81, 106, 187
411483.3.peg.1566.site.5, 59, 105, 164
411483.3.peg.1566.site.6, 4, 112, 116
411483.3.peg.1566.site.7, 2, 128, 130
411483.3.peg.1566.site.8, 2, 127, 129
411483.3.peg.1566.site.9, 15, 131, 146
411483.3.peg.1566.site.10, 1, 136, 137
411483.3.peg.1566.site.11, 2, 137, 139
411483.3.peg.1566.site.12, 6, 139, 145
411483.3.peg.1566.site.13, 2, 136, 138
411483.3.peg.1566.site.14, 2, 138, 140
411483.3.peg.1566.site.15, 19, 135, 154
411483.3.peg.1566.site.16, 1, 137, 138
411483.3.peg.1566.site.17, 0, 132, 132
411483.3.peg.1566.site.18, 3, 141, 144
411483.3.peg.1566.site.19, 78, 144, 222
411483.3.peg.1566.site.20, 6, 147, 153
411483.3.peg.1566.site.21, 34, 140, 174
411483.3.peg.1566.site.22, 1, 151, 152
411483.3.peg.1566.site.23, 4, 147, 151
411483.3.peg.1566.site.24, 2, 146, 148
411483.3.peg.1566.site.25, 110, 142, 252
411483.3.peg.1566.site.26, 2, 148, 150
411483.3.peg.1566.site.27, 5, 152, 157
411483.3.peg.1566.site.28, 3, 138, 141
411483.3.peg.1566.site.29, 1, 149, 150
411483.3.peg.1566.site.30, 15, 139, 154
411483.3.peg.1566.site.31, 13, 138, 151
411483.3.peg.1566.site.32, 8, 138, 146
411483.3.peg.1566.site.33, 114, 134, 248
411483.3.peg.1566.site.34, 2, 140, 142
411483.3.peg.1566.site.35, 2, 137, 139
411483.3.peg.1566.site.36, 6, 141, 147
411483.3.peg.1566.site.37, 4, 140, 144
411483.3.peg.1566.site.38, 1, 145, 146
411483.3.peg.1566.site.39, 1, 148, 149
411483.3.peg.1566.site.40, 50, 143, 193
411483.3.peg.1566.site.41, 6, 147, 153
411483.3.peg.1566.site.42, 3, 150, 153
411483.3.peg.1566.site.43, 36, 145, 181
411483.3.peg.1566.site.44, 2, 151, 153
411483.3.peg.1566.site.45, 3, 147, 150
411483.3.peg.1566.site.46, 3, 151, 154
411483.3.peg.1566.site.47, 1, 148, 149
411483.3.peg.1566.site.48, 130, 147, 277
411483.3.peg.1566.site.49, 8, 148, 156
411483.3.peg.1566.site.50, 11, 136, 147
411483.3.peg.1566.site.51, 36, 144, 180
411483.3.peg.1566.site.52, 7, 142, 149
411483.3.peg.1566.site.53, 2, 139, 141
411483.3.peg.1566.site.54, 4, 142, 146
411483.3.peg.1566.site.55, 6, 130, 136
411483.3.peg.1566.site.56, 14, 133, 147
411483.3.peg.1566.site.57, 5, 132, 137
411483.3.peg.1566.site.58, 2, 132, 134
411483.3.peg.1566.site.59, 4, 123, 127
411483.3.peg.1566.site.60, 25, 113, 138
411483.3.peg.1566.site.61, 36, 106, 142
411483.3.peg.1566.site.62, 28, 103, 131
411483.3.peg.1566.site.63, 3, 102, 105
411483.3.peg.1566.site.64, 2, 103, 105
411483.3.peg.1566.site.65, 35, 101, 136
411483.3.peg.1566.site.66, 1, 101, 102
411483.3.peg.1566.site.67, 7, 106, 113
411483.3.peg.1566.site.68, 0, 119, 119
411483.3.peg.1566.site.69, 3, 128, 131
411483.3.peg.1566.site.70, 2, 128, 130
411483.3.peg.1566.site.71, 4, 147, 151
411483.3.peg.1566.site.72, 2, 148, 150
411483.3.peg.1566.site.73, 1, 148, 149
411483.3.peg.1569.site.1, 1, 99, 100
411483.3.peg.1569.site.2, 55, 87, 142
411483.3.peg.1569.site.3, 66, 86, 152
411483.3.peg.1569.site.4, 2, 91, 93
411483.3.peg.1569.site.5, 2, 94, 96
411483.3.peg.1569.site.6, 1, 103, 104
411483.3.peg.1569.site.7, 12, 83, 95
411483.3.peg.1569.site.8, 2, 88, 90
411483.3.peg.1569.site.9, 7, 100, 107
411483.3.peg.1569.site.10, 7, 104, 111
411483.3.peg.1569.site.11, 3, 110, 113
411483.3.peg.1569.site.12, 1, 123, 124
411483.3.peg.1569.site.13, 2, 130, 132
411483.3.peg.1569.site.14, 6, 131, 137
411483.3.peg.1569.site.15, 1, 135, 136
411483.3.peg.1569.site.16, 0, 136, 136
411483.3.peg.1569.site.17, 0, 139, 139
411483.3.peg.1569.site.18, 1, 140, 141
411483.3.peg.1569.site.19, 20, 135, 155
411483.3.peg.1569.site.20, 68, 118, 186
411483.3.peg.1569.site.21, 7, 130, 137
411483.3.peg.1569.site.22, 3, 137, 140
411483.3.peg.1569.site.23, 2, 141, 143
411483.3.peg.1569.site.24, 4, 141, 145
411483.3.peg.1569.site.25, 7, 144, 151
411483.3.peg.1569.site.26, 2, 144, 146
411483.3.peg.1569.site.27, 7, 136, 143
411483.3.peg.1569.site.28, 1, 144, 145
411483.3.peg.1569.site.29, 4, 142, 146
411483.3.peg.1569.site.30, 4, 136, 140
411483.3.peg.1569.site.31, 7, 139, 146
411483.3.peg.1569.site.32, 4, 141, 145
411483.3.peg.1569.site.33, 9, 145, 154
411483.3.peg.1569.site.34, 0, 143, 143
411483.3.peg.1569.site.35, 106, 132, 238
411483.3.peg.1569.site.36, 4, 137, 141
411483.3.peg.1569.site.37, 6, 133, 139
411483.3.peg.1569.site.38, 14, 128, 142
411483.3.peg.1569.site.39, 6, 141, 147
411483.3.peg.1569.site.40, 5, 137, 142
411483.3.peg.1569.site.41, 11, 141, 152
411483.3.peg.1569.site.42, 4, 152, 156
411483.3.peg.1569.site.43, 2, 150, 152
411483.3.peg.1569.site.44, 16, 147, 163
411483.3.peg.1569.site.45, 3, 152, 155
411483.3.peg.1569.site.46, 8, 151, 159
411483.3.peg.1569.site.47, 4, 151, 155
411483.3.peg.1569.site.48, 4, 145, 149
411483.3.peg.1569.site.49, 8, 147, 155
411483.3.peg.1569.site.50, 1, 152, 153
411483.3.peg.1569.site.51, 9, 143, 152
411483.3.peg.1569.site.52, 12, 139, 151
411483.3.peg.1569.site.53, 13, 131, 144
411483.3.peg.1569.site.54, 3, 125, 128
411483.3.peg.1569.site.55, 2, 125, 127
411483.3.peg.1569.site.56, 6, 119, 125
411483.3.peg.1569.site.57, 20, 123, 143
411483.3.peg.1569.site.58, 2, 130, 132
411483.3.peg.1569.site.59, 71, 113, 184
411483.3.peg.1569.site.60, 4, 135, 139
411483.3.peg.1569.site.61, 3, 133, 136
411483.3.peg.1569.site.62, 1, 140, 141
411483.3.peg.1569.site.63, 2, 146, 148
411483.3.peg.1569.site.64, 124, 136, 260
411483.3.peg.1569.site.65, 4, 142, 146
411483.3.peg.1569.site.66, 5, 146, 151
411483.3.peg.1569.site.67, 1, 144, 145
411483.3.peg.1569.site.68, 1, 145, 146
411483.3.peg.1569.site.69, 4, 142, 146
411483.3.peg.1569.site.70, 1, 145, 146
411483.3.peg.1569.site.71, 6, 143, 149
411483.3.peg.1569.site.72, 8, 143, 151
411483.3.peg.1569.site.73, 2, 144, 146
411483.3.peg.1569.site.74, 1, 146, 147
411483.3.peg.1569.site.75, 3, 143, 146
411483.3.peg.1569.site.76, 10, 130, 140
411483.3.peg.1569.site.77, 1, 133, 134
411483.3.peg.1569.site.78, 1, 125, 126
411483.3.peg.1569.site.79, 6, 122, 128
411483.3.peg.1569.site.80, 1, 124, 125
411483.3.peg.1569.site.81, 111, 117, 228
411483.3.peg.1569.site.82, 0, 114, 114
411483.3.peg.1569.site.83, 4, 119, 123
411483.3.peg.1569.site.84, 1, 116, 117
411483.3.peg.1569.site.85, 4, 105, 109
411483.3.peg.1569.site.86, 105, 113, 218
411483.3.peg.1569.site.87, 8, 109, 117
411483.3.peg.1569.site.88, 14, 115, 129
411483.3.peg.1569.site.89, 1, 120, 121
411483.3.peg.1569.site.90, 11, 137, 148
411483.3.peg.1568.site.1, 13, 145, 158
411483.3.peg.1568.site.2, 2, 149, 151
411483.3.peg.1568.site.3, 7, 146, 153
411483.3.peg.1568.site.4, 1, 146, 147
411483.3.peg.1568.site.5, 5, 139, 144
411483.3.peg.1568.site.6, 2, 142, 144
411483.3.peg.1568.site.7, 2, 140, 142
411483.3.peg.1568.site.8, 0, 136, 136
411483.3.peg.1568.site.9, 0, 130, 130
411483.3.peg.1568.site.10, 0, 138, 138
411483.3.peg.1568.site.11, 31, 130, 161
411483.3.peg.1568.site.12, 12, 148, 160
411483.3.peg.1568.site.13, 1, 147, 148
411483.3.peg.804.site.1, 9, 147, 156
411483.3.peg.804.site.2, 1, 152, 153
411483.3.peg.804.site.3, 2, 150, 152
411483.3.peg.804.site.4, 5, 154, 159
411483.3.peg.804.site.5, 18, 154, 172
411483.3.peg.804.site.6, 3, 152, 155
411483.3.peg.804.site.7, 20, 147, 167
411483.3.peg.804.site.8, 2, 152, 154
411483.3.peg.804.site.9, 4, 152, 156
411483.3.peg.804.site.10, 7, 154, 161
411483.3.peg.804.site.11, 5, 155, 160
411483.3.peg.804.site.12, 1, 154, 155
411483.3.peg.804.site.13, 8, 151, 159
411483.3.peg.804.site.14, 2, 155, 157
411483.3.peg.804.site.15, 3, 154, 157
411483.3.peg.804.site.16, 1, 155, 156
411483.3.peg.804.site.17, 6, 154, 160
411483.3.peg.804.site.18, 1, 152, 153
411483.3.peg.804.site.19, 5, 151, 156
411483.3.peg.804.site.20, 140, 149, 289
411483.3.peg.804.site.21, 0, 152, 152
411483.3.peg.804.site.22, 2, 151, 153
411483.3.peg.804.site.23, 0, 152, 152
411483.3.peg.804.site.24, 3, 151, 154
411483.3.peg.804.site.25, 8, 148, 156
411483.3.peg.804.site.26, 0, 152, 152
411483.3.peg.804.site.27, 0, 147, 147
411483.3.peg.804.site.28, 44, 136, 180
411483.3.peg.804.site.29, 25, 144, 169
411483.3.peg.804.site.30, 5, 145, 150
411483.3.peg.804.site.31, 2, 141, 143
411483.3.peg.804.site.32, 30, 138, 168
411483.3.peg.804.site.33, 10, 144, 154
411483.3.peg.804.site.34, 0, 149, 149
411483.3.peg.804.site.35, 0, 145, 145
411483.3.peg.804.site.36, 1, 150, 151
411483.3.peg.804.site.37, 0, 151, 151
411483.3.peg.804.site.38, 8, 146, 154
411483.3.peg.804.site.39, 1, 151, 152
411483.3.peg.804.site.40, 118, 129, 247
411483.3.peg.804.site.41, 74, 116, 190
411483.3.peg.804.site.42, 2, 119, 121
411483.3.peg.804.site.43, 13, 119, 132
411483.3.peg.804.site.44, 106, 117, 223
411483.3.peg.804.site.45, 0, 127, 127
411483.3.peg.804.site.46, 6, 137, 143
411483.3.peg.804.site.47, 0, 133, 133
411483.3.peg.804.site.48, 1, 147, 148
411483.3.peg.804.site.49, 11, 147, 158
411483.3.peg.804.site.50, 8, 146, 154
411483.3.peg.804.site.51, 1, 146, 147
