"species_id","midas_number"
"Pseudomonas_sp_57852","57852"
"Pseudomonas_chloritidismutans_57851","57851"
"Bacillus_megaterium_57856","57856"
"Bacillus_pumilus_57857","57857"
"Fusobacterium_nucleatum_57855","57855"
"Rhodothermus_marinus_33650","33650"
"Butyrivibrio_sp_59906","59906"
"Butyrivibrio_sp_59907","59907"
"Butyrivibrio_sp_59904","59904"
"Butyrivibrio_sp_59905","59905"
"Bifidobacterium_sp_59902","59902"
"Butyrivibrio_sp_59903","59903"
"Butyrivibrio_sp_59900","59900"
"Prevotella_sp_59901","59901"
"Bartonella_rattaustraliani_59458","59458"
"Yersinia_massiliensis_59459","59459"
"Pseudobutyrivibrio_ruminis_59908","59908"
"Clostridium_paraputrificum_59909","59909"
"Xanthomonas_arboricola_57436","57436"
"Aphanizomenon_flos-aquae_57437","57437"
"Lactobacillus_reuteri_34175","34175"
"Mycobacterium_tuberculosis_57439","57439"
"Bartonella_doshiae_44885","44885"
"Thermoanaerobacterium_aotearoense_44886","44886"
"Gordonia_effusa_58505","58505"
"Arthrobacter_globiformis_58504","58504"
"Mycobacterium_avium_58507","58507"
"Gordonia_rubripertincta_58506","58506"
"Streptococcus_lutetiensis_58501","58501"
"Thiolapillus_brandeum_58500","58500"
"Bacteroides_faecis_58503","58503"
"Dietzia_alimentaria_58502","58502"
"Staphylococcus_sp_58509","58509"
"Mycobacterium_thermoresistibile_58508","58508"
"Oceanicola_nanhaiensis_58965","58965"
"Oceanicaulis_alexandrii_58964","58964"
"Oligella_ureolytica_58969","58969"
"Glaciecola_agarilytica_56488","56488"
"Oceanospirillum_maris_58968","58968"
"Sulfobacillus_thermosulfidooxidans_56482","56482"
"Dasania_marina_58782","58782"
"Mycobacterium_sp_43088","43088"
"Staphylococcus_simulans_55283","55283"
"Chryseobacterium_vrystaatense_61169","61169"
"Fischerella_muscicola_61168","61168"
"Campylobacter_lari_61167","61167"
"Pseudoalteromonas_sp_61166","61166"
"Pseudomonas_putida_61165","61165"
"Desulfovibrio_sp_61164","61164"
"Frankia_sp_61163","61163"
"Frankia_sp_61162","61162"
"Frankia_sp_61161","61161"
"Photobacterium_profundum_61160","61160"
"Sphingomonas_sp_60568","60568"
"Thermus_sp_60569","60569"
"Caulobacter_sp_60560","60560"
"Clostridium_sp_60561","60561"
"Curtobacterium_sp_60562","60562"
"Paenibacillus_sp_60563","60563"
"Phyllobacterium_sp_60564","60564"
"Rhodococcus_sp_60565","60565"
"Rhodococcus_sp_60566","60566"
"Nocardioides_sp_60567","60567"
"Bifidobacterium_actinocoloniiforme_60520","60520"
"Bifidobacterium_bohemicum_60521","60521"
"Burkholderia_sp_56159","56159"
"Butyrivibrio_fibrisolvens_57284","57284"
"Streptomyces_sp_57280","57280"
"Enterobacter_cloacae_60528","60528"
"Pseudomonas_sp_60529","60529"
"Peptoniphilus_lacrimalis_56996","56996"
"Lachnospiraceae_bacterium_51870","51870"
"Streptococcus_anginosus_54555","54555"
"Bacteroides_stercoris_56735","56735"
"Desulfovibrio_vulgaris_56737","56737"
"Burkholderia_sp_56738","56738"
"Vibrio_campbellii_57463","57463"
"Streptococcus_suis_57462","57462"
"Shewanella_baltica_57467","57467"
"Pseudogulbenkiania_ferrooxidans_57466","57466"
"Wolbachia_endosymbiont_57465","57465"
"Neisseria_polysaccharea_61759","61759"
"Carnobacterium_jeotgali_49590","49590"
"Idiomarina_sediminum_58888","58888"
"Inquilinus_limosus_58889","58889"
"Halomonas_lutea_58880","58880"
"Hamadaea_tsunoensis_58881","58881"
"Helcococcus_sueciensis_58882","58882"
"Hellea_balneolensis_58883","58883"
"Henriciella_marina_58884","58884"
"Humibacter_albus_58885","58885"
"Hymenobacter_aerophilus_58886","58886"
"Hymenobacter_norwichensis_58887","58887"
"Pseudomonas_chlororaphis_58080","58080"
"Colwellia_sp_58081","58081"
"Caldicellulosiruptor_kronotskyensis_58082","58082"
"Methylosinus_sp_58083","58083"
"Lysinibacillus_fusiformis_58088","58088"
"Pseudomonas_sp_58268","58268"
"Pantoea_sp_58264","58264"
"Xanthomonas_sacchari_58265","58265"
"Salmonella_enterica_58266","58266"
"Pseudomonas_mandelii_58267","58267"
"Listeria_fleischmannii_58260","58260"
"Streptomyces_griseus_58262","58262"
"Pseudomonas_fluorescens_58263","58263"
"Nostoc_azollae_61772","61772"
"Hirschia_maritima_61773","61773"
"Streptococcus_sanguinis_33519","33519"
"Pseudomonas_sp_61770","61770"
"Corynebacterium_glucuronolyticum_54168","54168"
"Methylotenera_versatilis_62070","62070"
"Afipia_sp_62071","62071"
"Bacillus_sp_62072","62072"
"Thermodesulfatator_indicus_62073","62073"
"Bacteroides_salanitronis_62074","62074"
"Propionibacterium_freudenreichii_62075","62075"
"Pasteurella_dagmatis_62076","62076"
"Serratia_odorifera_62077","62077"
"Burkholderia_sp_62078","62078"
"Streptomyces_globisporus_62079","62079"
"Ruminococcaceae_bacterium_61777","61777"
"Ponticaulis_koreensis_61774","61774"
"Bradyrhizobium_sp_61775","61775"
"Dehalogenimonas_lykanthroporepellens_61778","61778"
"Treponema_azotonutricium_61752","61752"
"Rubellimicrobium_thermophilum_59029","59029"
"Ruania_albidiflava_59028","59028"
"Rathayibacter_toxicus_59021","59021"
"Psychroserpens_burtonensis_59020","59020"
"Rheinheimera_perlucida_59023","59023"
"Rheinheimera_baltica_59022","59022"
"Riemerella_columbina_59025","59025"
"Rheinheimera_texasensis_59024","59024"
"Roseomonas_aerilata_59027","59027"
"Robiginitomaculum_antarcticum_59026","59026"
"Listeria_ivanovii_54314","54314"
"Prevotella_marshii_50397","50397"
"Weissella_ceti_50390","50390"
"Acidiphilium_multivorum_55617","55617"
"Enterobacter_cloacae_55612","55612"
"Achromobacter_xylosoxidans_55343","55343"
"Teredinibacter_turnerae_56939","56939"
"Flavobacterium_sp_60911","60911"
"Microbacterium_sp_60910","60910"
"Cedecea_neteri_60913","60913"
"Cedecea_neteri_60912","60912"
"Sphingobacterium_sp_60915","60915"
"Cedecea_neteri_60914","60914"
"Cohnella_sp_60917","60917"
"Paenibacillus_sp_60916","60916"
"Desulfonatronum_thiodismutans_60919","60919"
"Dechloromonas_aromatica_60918","60918"
"Psychromonas_sp_61206","61206"
"Reinekea_blandensis_61207","61207"
"Nitrococcus_mobilis_61204","61204"
"Photobacterium_profundum_61205","61205"
"Idiomarina_baltica_61202","61202"
"Marinomonas_sp_61203","61203"
"Rhodobacteraceae_bacterium_61200","61200"
"Maritimibacter_alkaliphilus_61201","61201"
"Congregibacter_litoralis_61208","61208"
"Gamma_proteobacterium_61209","61209"
"Pseudomonas_parafulva_43471","43471"
"Lachnospiraceae_bacterium_56833","56833"
"Luteibacter_sp_56832","56832"
"Parabacteroides_goldsteinii_56831","56831"
"Leuconostoc_gasicomitatum_52396","52396"
"Pseudomonas_synxantha_56835","56835"
"Dehalococcoides_mccartyi_57615","57615"
"Rhizobium_leguminosarum_57616","57616"
"Prevotella_saccharolytica_57611","57611"
"Capnocytophaga_granulosa_57613","57613"
"Salinispora_pacifica_57618","57618"
"Buchnera_aphidicola_51113","51113"
"Helicobacter_pylori_53127","53127"
"Rickettsia_bellii_52640","52640"
"Meiothermus_chliarophilus_62519","62519"
"Joostella_marina_62518","62518"
"Echinicola_vietnamensis_62517","62517"
"Deinococcus_pimensis_62516","62516"
"Caldilinea_aerophila_62515","62515"
"Adhaeribacter_aquaticus_62514","62514"
"Legionella_pneumophila_62513","62513"
"Paracaedibacter_acanthamoebae_62512","62512"
"Photodesmus_katoptron_52138","52138"
"Saccharibacillus_sacchari_62510","62510"
"Gracilibacillus_boraciitolerans_60003","60003"
"Bradyrhizobium_sp_60002","60002"
"Intestinimonas_butyriciproducens_60001","60001"
"Anoxybacillus_flavithermus_60000","60000"
"Psychrobacter_sp_60007","60007"
"Psychrobacter_sp_60006","60006"
"Psychrobacter_sp_60005","60005"
"Psychrobacter_sp_60004","60004"
"Solirubrobacter_sp_60009","60009"
"Novosphingobium_sp_60008","60008"
"Pasteurella_bettyae_58565","58565"
"Gordonia_terrae_46644","46644"
"Acinetobacter_baylyi_46310","46310"
"Listeriaceae_bacterium_54420","54420"
"Enterobacter_sp_58568","58568"
"Dickeya_sp_59612","59612"
"Paenibacillus_sp_59613","59613"
"Mangrovibacter_sp_59610","59610"
"Cecembia_lonarensis_59611","59611"
"Capnocytophaga_sp_59616","59616"
"Leptotrichia_sp_59617","59617"
"Pseudomonas_sp_59614","59614"
"Actinobaculum_sp_59615","59615"
"Porphyromonas_sp_59618","59618"
"Prevotella_sp_59619","59619"
"Streptomyces_sulphureus_57871","57871"
"Streptococcus_parauberis_53510","53510"
"Streptomyces_seoulensis_57875","57875"
"Acinetobacter_sp_57877","57877"
"Xanthomonas_translucens_57878","57878"
"Acidithiobacillus_caldus_53518","53518"
"Riemerella_anatipestifer_54399","54399"
"Melissococcus_plutonius_54390","54390"
"Pectobacterium_betavasculorum_54396","54396"
"Asticcacaulis_sp_59928","59928"
"Streptococcus_tigurinus_59929","59929"
"Hyphomonas_polymorpha_59924","59924"
"Asticcacaulis_sp_59925","59925"
"Asticcacaulis_sp_59926","59926"
"Asticcacaulis_sp_59927","59927"
"Hyphomonas_adhaerens_59920","59920"
"Hyphomonas_johnsonii_59921","59921"
"Hyphomonas_jannaschiana_59922","59922"
"Hyphomonas_oceanitis_59923","59923"
"Amorphus_coralli_58695","58695"
"Alysiella_crassa_58694","58694"
"Anaerobiospirillum_succiniciproducens_58697","58697"
"Amycolatopsis_taiwanensis_58696","58696"
"Alicyclobacillus_pohliae_58691","58691"
"Alicyclobacillus_herbarius_58690","58690"
"Allofustis_seminis_58693","58693"
"Alkanindiges_illinoisensis_58692","58692"
"Andreprevotia_chitinilytica_58699","58699"
"Anaerovorax_odorimutans_58698","58698"
"Erwinia_amylovora_56589","56589"
"Mesorhizobium_amorphae_58523","58523"
"Agrobacterium_tumefaciens_58522","58522"
"Pelagibacterium_halotolerans_58521","58521"
"Lonsdalea_quercina_58520","58520"
"Gluconobacter_morbifer_58527","58527"
"Commensalibacter_intestini_58526","58526"
"Flavobacterium_frigoris_58525","58525"
"Glaciecola_nitratireducens_58524","58524"
"Mobilicoccus_pelagius_58529","58529"
"Gordonia_sputi_58528","58528"
"Oceanicola_granulosus_61194","61194"
"Enterobacter_cancerogenus_62140","62140"
"Blautia_wexlerae_56130","56130"
"Thauera_sp_56136","56136"
"Brucella_abortus_57261","57261"
"Bacillus_amyloliquefaciens_55807","55807"
"Lactobacillus_gasseri_55805","55805"
"Sphingobium_sp_60136","60136"
"Acinetobacter_junii_57406","57406"
"Mycobacterium_leprae_49575","49575"
"Bartonella_clarridgeiae_48289","48289"
"Methylotenera_versatilis_44785","44785"
"Williamsia_sp_58068","58068"
"Paenibacillus_polymyxa_58069","58069"
"Microcystis_aeruginosa_58066","58066"
"Acinetobacter_parvus_58065","58065"
"Streptomyces_rimosus_58063","58063"
"Pseudoxanthomonas_sp_53728","53728"
"Methylocystis_rosea_58208","58208"
"Acinetobacter_sp_58209","58209"
"Delftia_acidovorans_58200","58200"
"Helicobacter_pylori_58201","58201"
"Paenibacillus_chitinolyticus_58207","58207"
"Geomicrobium_sp_58204","58204"
"Serratia_marcescens_58205","58205"
"Bradyrhizobium_sp_61776","61776"
"Prevotella_buccalis_62098","62098"
"Bulleidia_extructa_62099","62099"
"Photobacterium_damselae_62096","62096"
"Francisella_tularensis_62097","62097"
"Vibrio_metschnikovii_62094","62094"
"Vibrio_sp_62095","62095"
"Pseudonocardia_dioxanivorans_62092","62092"
"Grimontia_hollisae_62093","62093"
"Methylomicrobium_buryatense_62090","62090"
"Methylocaldum_szegediense_62091","62091"
"Proteocatella_sphenisci_59007","59007"
"Proteiniphilum_acetatigenes_59006","59006"
"Propionicicella_superfundia_59005","59005"
"Propionibacterium_thoenii_59004","59004"
"Propionibacterium_jensenii_59003","59003"
"Propionibacterium_acidifaciens_59002","59002"
"Porphyromonas_somerae_59001","59001"
"Porphyromonas_levii_59000","59000"
"Acinetobacter_sp_59559","59559"
"Acinetobacter_sp_59558","59558"
"Pseudomonas_balearica_59009","59009"
"Pseudoclavibacter_soli_59008","59008"
"Olsenella_uli_55165","55165"
"Caulobacter_sp_59210","59210"
"Halomonas_salina_61498","61498"
"Megasphaera_sp_50408","50408"
"Streptococcus_constellatus_50409","50409"
"Bifidobacterium_pseudolongum_35926","35926"
"Bifidobacterium_cuniculi_35924","35924"
"Epilithonimonas_lactis_61491","61491"
"Acinetobacter_rudis_61490","61490"
"Brevibacterium_linens_60939","60939"
"Paenibacillus_stellifer_60938","60938"
"Colwellia_psychrerythraea_60937","60937"
"Prochlorococcus_marinus_60936","60936"
"Prochlorococcus_marinus_60935","60935"
"Prochlorococcus_marinus_60934","60934"
"Synechococcus_sp_60933","60933"
"Synechococcus_sp_60932","60932"
"Crocosphaera_watsonii_60931","60931"
"Anabaena_sp_60930","60930"
"Shewanella_denitrificans_61228","61228"
"Shewanella_frigidimarina_61229","61229"
"Thiomicrospira_crunogena_61224","61224"
"Prochlorothrix_hollandica_61225","61225"
"Sphingopyxis_alaskensis_61226","61226"
"Nostoc_sp_61227","61227"
"Synechococcus_sp_61220","61220"
"Streptococcus_infantis_62384","62384"
"Microbispora_sp_61222","61222"
"Pseudomonas_stutzeri_61223","61223"
"Brevundimonas_naejangsanensis_58739","58739"
"Kosakonia_sacchari_43321","43321"
"Pseudomonas_putida_43452","43452"
"Enterovibrio_calviensis_55634","55634"
"Lactobacillus_kunkeei_56675","56675"
"Mariprofundus_ferrooxydans_56677","56677"
"Slackia_exigua_56855","56855"
"Carnobacterium_inhibens_56670","56670"
"Lactobacillus_salivarius_56672","56672"
"Pseudomonas_sp_56858","56858"
"Mycobacterium_sp_60249","60249"
"Paracoccus_aminophilus_60248","60248"
"Campylobacter_jejuni_60245","60245"
"Psychromonas_sp_60244","60244"
"Ralstonia_pickettii_60247","60247"
"Rhodobacteraceae_bacterium_60246","60246"
"Leifsonia_aquatica_60241","60241"
"Helicobacter_macacae_60240","60240"
"Sphingobacterium_antarcticus_60243","60243"
"Jeotgalibacillus_alimentarius_60242","60242"
"Actinomyces_viscosus_57672","57672"
"Sulfitobacter_pontiacus_57671","57671"
"Prevotella_brevis_57676","57676"
"Enterococcus_mundtii_57674","57674"
"Clostridium_sordellii_57678","57678"
"Ehrlichia_chaffeensis_52119","52119"
"Proteus_hauseri_60069","60069"
"Acinetobacter_baumannii_60068","60068"
"Oscillibacter_sp_60799","60799"
"Eubacterium_sp_60798","60798"
"Shewanella_sp_60793","60793"
"Porphyromonas_sp_60792","60792"
"Sphingopyxis_sp_60791","60791"
"Bacillus_firmus_60062","60062"
"Gluconobacter_frateurii_60065","60065"
"Chryseobacterium_sp_60796","60796"
"Porphyromonadaceae_bacterium_60795","60795"
"Gracilibacillus_halophilus_60066","60066"
"Clostridium_botulinum_57096","57096"
"Desulfatibacillum_alkenivorans_57094","57094"
"Francisella_tularensis_57093","57093"
"Leptospira_weilii_58090","58090"
"Vibrio_crassostreae_57504","57504"
"Streptomyces_aureofaciens_54407","54407"
"Moraxella_macacae_59638","59638"
"Salimicrobium_sp_59639","59639"
"Flavobacterium_sp_59630","59630"
"Beta_proteobacterium_59631","59631"
"Blattabacterium_sp_59632","59632"
"Lactococcus_garvieae_59633","59633"
"Alkalibacterium_sp_59634","59634"
"Nitrincola_sp_59635","59635"
"Leuconostoc_carnosum_59636","59636"
"Brevibacterium_casei_59637","59637"
"Porphyromonas_sp_57899","57899"
"Vibrio_metoecus_57896","57896"
"Burkholderia_bryophila_57897","57897"
"Streptomyces_monomycini_57894","57894"
"Streptococcus_oralis_57895","57895"
"Haemophilus_sputorum_53575","53575"
"Wohlfahrtiimonas_chitiniclastica_57893","57893"
"Pseudomonas_putida_57890","57890"
"Streptomyces_rapamycinicus_57891","57891"
"Pseudomonas_tolaasii_54494","54494"
"Desulfovibrio_sp_53607","53607"
"Lysinibacillus_sphaericus_59948","59948"
"Pandoraea_sp_59949","59949"
"Pseudomonas_sp_59942","59942"
"Staphylococcus_hyicus_59943","59943"
"Scytonema_hofmanni_59940","59940"
"Amycolatopsis_decaplanina_59941","59941"
"Prevotella_sp_59946","59946"
"Corynebacterium_casei_59947","59947"
"Actinomyces_sp_59944","59944"
"Clostridiales_bacterium_59945","59945"
"Rhodovulum_sp_59393","59393"
"Fibrisoma_limi_59392","59392"
"Thioclava_dalianensis_59391","59391"
"Novosphingobium_sp_59462","59462"
"Pseudomonas_nitroreducens_54558","54558"
"Nocardia_abscessus_59465","59465"
"Gaetbulibacter_saemankumensis_58854","58854"
"Nocardia_araoensis_59464","59464"
"Nocardia_cyriacigeorgica_59467","59467"
"Nocardia_brevicatena_59466","59466"
"Geopsychrobacter_electrodiphilus_58859","58859"
"Actinoplanes_globisporus_58674","58674"
"Actinomyces_suimastitidis_58671","58671"
"Bartonella_taylorii_58549","58549"
"Paracoccus_sphaerophysae_62134","62134"
"Rhizobium_vignae_62137","62137"
"Sphingobium_chlorophenolicum_62136","62136"
"Cellulophaga_algicola_62131","62131"
"Thermotoga_thermarum_62130","62130"
"Oribacterium_sp_62133","62133"
"Cupriavidus_basilensis_62132","62132"
"Sphingomonas_phyllosphaerae_58541","58541"
"Sphingomonas_phyllosphaerae_58540","58540"
"Bartonella_australis_58543","58543"
"Flavobacterium_indicum_58542","58542"
"Bartonella_schoenbuchensis_58545","58545"
"Bartonella_bovis_58544","58544"
"Bartonella_rattimassiliensis_58547","58547"
"Bartonella_alsatica_58546","58546"
"Bacillus_sp_59494","59494"
"Kinetoplastibacterium_desouzaii_59495","59495"
"Kinetoplastibacterium_oncopeltii_59496","59496"
"Kinetoplastibacterium_galatii_59497","59497"
"Celeribacter_indicus_59490","59490"
"SAR86_cluster_59491","59491"
"Commensalibacter_sp_59492","59492"
"Bacillus_sp_59493","59493"
"Cellvibrio_mixtus_59498","59498"
"Acinetobacter_sp_59499","59499"
"Bacillus_sp_35049","35049"
"Clostridium_sp_35048","35048"
"Acidithiobacillus_thiooxidans_56869","56869"
"Jeddahella_massiliensis_35045","35045"
"Pseudomonas_bauzanensis_50871","50871"
"Blastococcus_sp_60270","60270"
"Helicobacter_pylori_38375","38375"
"Rhizobium_etli_55139","55139"
"Vibrio_cyclitrophicus_55133","55133"
"Enterococcus_hirae_55131","55131"
"Leptospira_interrogans_56645","56645"
"Monju_endosymbiont_52360","52360"
"Prevotella_histicola_56864","56864"
"Borrelia_coriaceae_47013","47013"
"Bacteroides_barnesiae_47015","47015"
"Paludibacterium_yongneupense_58984","58984"
"Glaciecola_mesophila_55793","55793"
"Methylibium_petroleiphilum_55794","55794"
"Xanthomonas_vasicola_55799","55799"
"Nitrosococcus_oceani_56447","56447"
"Streptococcus_mutans_56116","56116"
"Lachnoanaerobaculum_saburreum_57248","57248"
"Pediococcus_acidilactici_57243","57243"
"Lactobacillus_buchneri_57242","57242"
"Orientia_tsutsugamushi_57793","57793"
"Dehalococcoides_ethenogenes_57247","57247"
"Ruminococcus_albus_57246","57246"
"Vibrio_splendidus_57245","57245"
"Bifidobacterium_longum_57796","57796"
"Pseudomonas_aeruginosa_55861","55861"
"Rubrivivax_gelatinosus_62645","62645"
"Selenomonas_sputigena_45411","45411"
"Anaerococcus_hydrogenalis_58044","58044"
"Nocardia_cerradoensis_58045","58045"
"Bacteroides_cellulosilyticus_58046","58046"
"Bifidobacterium_thermacidophilum_58040","58040"
"Pseudomonas_sp_58041","58041"
"Pseudoalteromonas_piscicida_58042","58042"
"Pseudomonas_putida_58043","58043"
"Sphingomonas_sp_58049","58049"
"Achromobacter_arsenitoxydans_61601","61601"
"Mycobacterium_triplex_61606","61606"
"Verrucomicrobia_bacterium_61607","61607"
"Porticoccus_hydrocarbonoclasticus_60476","60476"
"Polycyclovorans_algicola_60477","60477"
"Streptococcus_mitis_60474","60474"
"Clostridium_baratii_60475","60475"
"Streptococcus_pseudopneumoniae_60472","60472"
"Streptococcus_mitis_60473","60473"
"Oceanicola_sp_60470","60470"
"Streptococcus_pseudopneumoniae_60471","60471"
"Desulforudis_audaxviator_61605","61605"
"Algiphilus_aromaticivorans_60478","60478"
"Microbacterium_paraoxydans_60479","60479"
"Edwardsiella_tarda_53746","53746"
"Propionibacterium_acidipropionici_53960","53960"
"Pseudomonas_mendocina_57420","57420"
"Neisseria_gonorrhoeae_53748","53748"
"Bacteroides_pyogenes_58220","58220"
"Bradyrhizobium_sp_58221","58221"
"Mannheimia_granulomatis_58222","58222"
"Streptococcus_anginosus_58223","58223"
"Streptomyces_novaecaesareae_33739","33739"
"Chryseobacterium_sp_58225","58225"
"Xanthobacter_sp_58226","58226"
"Idiomarina_loihiensis_58227","58227"
"Streptococcus_suis_58228","58228"
"Nisaea_denitrificans_58958","58958"
"Nocardioides_alkalitolerans_58959","58959"
"Desulfosporosinus_youngiae_62308","62308"
"Streptococcus_mitis_62309","62309"
"Desulfosporosinus_meridiei_62306","62306"
"Desulfosporosinus_orientis_62307","62307"
"Thiocapsa_marina_62304","62304"
"Pseudomonas_putida_62305","62305"
"Myroides_odoratimimus_62302","62302"
"Calditerrivibrio_nitroreducens_62303","62303"
"Desulfotomaculum_gibsoniae_62300","62300"
"Halomonas_elongata_62301","62301"
"Myroides_odoratimimus_33551","33551"
"Polaribacter_sp_59797","59797"
"Polaribacter_sp_59796","59796"
"Psychroserpens_sp_59795","59795"
"Maribacter_sp_59794","59794"
"Gillisia_sp_59793","59793"
"Cellulophaga_sp_59792","59792"
"Burkholderia_thailandensis_59791","59791"
"Serratia_marcescens_59790","59790"
"Salegentibacter_sp_59799","59799"
"Muricauda_sp_59798","59798"
"Dermabacter_hominis_57935","57935"
"Streptomyces_sp_57934","57934"
"Geobacillus_kaustophilus_57937","57937"
"Rhodopirellula_europaea_57936","57936"
"Gallibacterium_anatis_57930","57930"
"Rothia_dentocariosa_57938","57938"
"Alcaligenes_faecalis_59573","59573"
"Citrobacter_sedlakii_59572","59572"
"Burkholderia_oxyphila_59571","59571"
"Burkholderia_kururiensis_59570","59570"
"Leptospira_alstoni_59577","59577"
"Pseudomonas_stutzeri_59576","59576"
"Bacillus_alcalophilus_59575","59575"
"Empedobacter_brevis_59574","59574"
"Novosphingobium_tardaugens_59579","59579"
"Leptospira_wolbachii_59578","59578"
"Lactobacillus_casei_50461","50461"
"Streptococcus_iniae_50467","50467"
"Novosphingobium_sp_61798","61798"
"Clostridium_sp_61799","61799"
"Chromohalobacter_japonicus_61028","61028"
"Aquifex_aeolicus_61029","61029"
"Neorickettsia_sennetsu_61026","61026"
"Kocuria_marina_61027","61027"
"Mannheimia_succiniciproducens_61024","61024"
"Frankia_sp_61025","61025"
"Synechococcus_sp_61022","61022"
"Synechococcus_sp_61023","61023"
"Oceanobacillus_iheyensis_61020","61020"
"Mastigocladopsis_repens_61021","61021"
"Phocaeicola_abscessus_52822","52822"
"Janthinobacterium_sp_58495","58495"
"Nitrobacter_hamburgensis_61248","61248"
"Nitrobacter_winogradskyi_61249","61249"
"Synechococcus_sp_61242","61242"
"Calothrix_sp_61243","61243"
"Pseudomonas_stutzeri_61240","61240"
"Synechococcus_sp_61241","61241"
"Synechococcus_sp_61246","61246"
"Brevibacterium_linens_61247","61247"
"Pedosphaera_parvula_61244","61244"
"Synechococcus_sp_61245","61245"
"Serratia_fonticola_35677","35677"
"Acetobacteraceae_bacterium_58457","58457"
"Streptacidiphilus_neutrinimicus_58456","58456"
"Sphingobium_sp_58455","58455"
"Nocardiopsis_halophila_55652","55652"
"Streptococcus_equi_58454","58454"
"Arthrobacter_sp_55309","55309"
"Streptococcus_infantis_58320","58320"
"Thioalkalivibrio_thiocyanoxidans_56652","56652"
"Prevotella_sp_56309","56309"
"Agrobacterium_tumefaciens_58451","58451"
"Liberibacter_solanacearum_56654","56654"
"Propionibacterium_avidum_56659","56659"
"Actinopolyspora_mortivallis_58450","58450"
"Acinetobacter_gyllenbergii_56301","56301"
"Serratia_proteamaculans_56300","56300"
"Bradyrhizobium_sp_60269","60269"
"Cellulomonas_sp_60268","60268"
"Streptomyces_sp_60263","60263"
"Mucispirillum_schaedleri_60262","60262"
"ZIXI_bacterium_60261","60261"
"Streptomyces_sp_60260","60260"
"Geodermatophilaceae_bacterium_60267","60267"
"Mesorhizobium_sp_60266","60266"
"Acidobacteriaceae_bacterium_60265","60265"
"Geodermatophilaceae_bacterium_60264","60264"
"Paenibacillus_sp_57659","57659"
"Yersinia_enterocolitica_57651","57651"
"Rhizobium_etli_57652","57652"
"Prochlorococcus_marinus_57654","57654"
"Lachnospiraceae_bacterium_57656","57656"
"Acinetobacter_calcoaceticus_57657","57657"
"Cupriavidus_necator_60047","60047"
"Caldicoprobacter_oshimai_60046","60046"
"Bradyrhizobium_japonicum_60045","60045"
"Aminobacterium_mobile_60044","60044"
"Aminiphilus_circumscriptus_60043","60043"
"Desulfovibrio_cf_60042","60042"
"Clostridium_sp_60041","60041"
"Cellulomonas_sp_60040","60040"
"Enterococcus_durans_52177","52177"
"Desulfitibacter_alkalitolerans_60049","60049"
"Dechloromonas_agitata_60048","60048"
"Bacillus_ginsengihumi_53086","53086"
"Bacillus_badius_52685","52685"
"Virgibacillus_sp_52682","52682"
"Coxiella_burnetii_53221","53221"
"Klebsiella_pneumoniae_54688","54688"
"Staphylococcus_equorum_54689","54689"
"Cellulomonas_sp_58567","58567"
"Prevotella_sp_58566","58566"
"Pseudomonas_simiae_54024","54024"
"Haemophilus_parahaemolyticus_58564","58564"
"Haemophilus_paraphrohaemolyticus_58563","58563"
"Haemophilus_haemolyticus_58562","58562"
"Streptococcus_oralis_58561","58561"
"Streptococcus_oralis_58560","58560"
"Herbaspirillum_sp_58569","58569"
"Clostridium_symbiosum_54029","54029"
"Streptomyces_flavochromogenes_62113","62113"
"Streptomyces_durhamensis_62112","62112"
"Labrenzia_sp_62111","62111"
"Lechevalieria_aerocolonigenes_62110","62110"
"Streptomyces_mirabilis_62117","62117"
"Streptomyces_mirabilis_62116","62116"
"Streptomyces_katrae_62115","62115"
"Streptomyces_iakyrus_62114","62114"
"Campylobacter_jejuni_62119","62119"
"Granulicella_mallensis_62118","62118"
"Atopobium_parvulum_59960","59960"
"Corynebacterium_freneyi_59961","59961"
"Prevotella_sp_59962","59962"
"Streptomyces_sp_59963","59963"
"Streptomyces_sp_59964","59964"
"Streptomyces_sp_59965","59965"
"Roseovarius_mucosus_59966","59966"
"Gluconobacter_oxydans_59967","59967"
"Nitrosospira_sp_59968","59968"
"Marinobacter_santoriniensis_59969","59969"
"Desulfobulbus_mediterraneus_58798","58798"
"Desulfococcus_multivorans_58799","58799"
"Lactobacillus_parafarraginis_62320","62320"
"Lactobacillus_kisonensis_62321","62321"
"Paenibacillus_assamensis_58974","58974"
"Derxia_gummosa_58791","58791"
"Paenibacillus_fonticola_58976","58976"
"Atelocyanobacterium_thalassa_33710","33710"
"Desulfobacter_vibrioformis_58794","58794"
"Desulfobacterium_anilini_58795","58795"
"Desulfobulbus_elongatus_58796","58796"
"Paenibacillus_alginolyticus_58973","58973"
"Enterococcus_dispar_47077","47077"
"Flavobacterium_sp_59216","59216"
"Rhizobium_sp_59217","59217"
"Rhizobium_sp_59214","59214"
"Rhizobium_sp_59215","59215"
"Sphingobium_sp_59212","59212"
"Brevibacillus_sp_59213","59213"
"Clostridium_leptum_61499","61499"
"Novosphingobium_sp_59211","59211"
"Halomonas_salina_61497","61497"
"Helicobacter_sp_61496","61496"
"Shewanella_sediminis_61495","61495"
"Rubrobacter_radiotolerans_61494","61494"
"Cucumibacter_marinus_61493","61493"
"Chryseobacterium_luteum_61492","61492"
"Variovorax_sp_59218","59218"
"Acidovorax_sp_59219","59219"
"Sciscionella_sp_60551","60551"
